ip		px:		py:		pz:
2424		2.80883		9.73533		13.1986
2425		3.96325		9.73533		13.1986
2426		5.11766		9.73533		13.1986
2427		6.27208		9.73533		13.1986
2428		7.42649		9.73533		13.1986
2429		8.58091		9.73533		13.1986
2430		9.73533		9.73533		13.1986
2431		10.8897		9.73533		13.1986
2432		12.0442		9.73533		13.1986
2433		13.1986		9.73533		13.1986
2434		14.353		9.73533		13.1986
2435		15.5074		9.73533		13.1986
2436		0.5		10.8897		13.1986
2437		1.65442		10.8897		13.1986
2438		2.80883		10.8897		13.1986
2439		3.96325		10.8897		13.1986
2440		5.11766		10.8897		13.1986
2441		6.27208		10.8897		13.1986
2442		7.42649		10.8897		13.1986
2443		8.58091		10.8897		13.1986
2444		9.73533		10.8897		13.1986
2445		10.8897		10.8897		13.1986
2446		12.0442		10.8897		13.1986
2447		13.1986		10.8897		13.1986
2448		14.353		10.8897		13.1986
2449		15.5074		10.8897		13.1986
2450		0.5		12.0442		13.1986
2451		1.65442		12.0442		13.1986
2452		2.80883		12.0442		13.1986
2453		3.96325		12.0442		13.1986
2454		5.11766		12.0442		13.1986
2455		6.27208		12.0442		13.1986
2456		7.42649		12.0442		13.1986
2457		8.58091		12.0442		13.1986
2458		9.73533		12.0442		13.1986
2459		10.8897		12.0442		13.1986
2460		12.0442		12.0442		13.1986
2461		13.1986		12.0442		13.1986
2462		14.353		12.0442		13.1986
2463		15.5074		12.0442		13.1986
2464		0.5		13.1986		13.1986
2465		1.65442		13.1986		13.1986
2466		2.80883		13.1986		13.1986
2467		3.96325		13.1986		13.1986
2468		5.11766		13.1986		13.1986
2469		6.27208		13.1986		13.1986
2470		7.42649		13.1986		13.1986
2471		8.58091		13.1986		13.1986
2472		9.73533		13.1986		13.1986
2473		10.8897		13.1986		13.1986
2474		12.0442		13.1986		13.1986
2475		13.1986		13.1986		13.1986
2476		14.353		13.1986		13.1986
2477		15.5074		13.1986		13.1986
2478		0.5		14.353		13.1986
2479		1.65442		14.353		13.1986
2480		2.80883		14.353		13.1986
2481		3.96325		14.353		13.1986
2482		5.11766		14.353		13.1986
2483		6.27208		14.353		13.1986
2484		7.42649		14.353		13.1986
2485		8.58091		14.353		13.1986
2486		9.73533		14.353		13.1986
2487		10.8897		14.353		13.1986
2488		12.0442		14.353		13.1986
2489		13.1986		14.353		13.1986
2490		14.353		14.353		13.1986
2491		15.5074		14.353		13.1986
2492		0.5		15.5074		13.1986
2493		1.65442		15.5074		13.1986
2494		2.80883		15.5074		13.1986
2495		3.96325		15.5074		13.1986
2496		5.11766		15.5074		13.1986
2497		6.27208		15.5074		13.1986
2498		7.42649		15.5074		13.1986
2499		8.58091		15.5074		13.1986
2500		9.73533		15.5074		13.1986
2501		10.8897		15.5074		13.1986
2502		12.0442		15.5074		13.1986
2503		13.1986		15.5074		13.1986
2504		14.353		15.5074		13.1986
2505		15.5074		15.5074		13.1986
2506		0.5		16.6618		13.1986
2507		1.65442		16.6618		13.1986
2508		2.80883		16.6618		13.1986
2509		3.96325		16.6618		13.1986
2510		5.11766		16.6618		13.1986
2511		6.27208		16.6618		13.1986
2512		7.42649		16.6618		13.1986
2513		8.58091		16.6618		13.1986
2514		9.73533		16.6618		13.1986
2515		10.8897		16.6618		13.1986
2516		12.0442		16.6618		13.1986
2517		13.1986		16.6618		13.1986
2518		14.353		16.6618		13.1986
2519		15.5074		16.6618		13.1986
2520		0.5		0.5		14.353
2521		1.65442		0.5		14.353
2522		2.80883		0.5		14.353
2523		3.96325		0.5		14.353
2524		5.11766		0.5		14.353
2525		6.27208		0.5		14.353
2526		7.42649		0.5		14.353
2527		8.58091		0.5		14.353
2528		9.73533		0.5		14.353
2529		10.8897		0.5		14.353
2530		12.0442		0.5		14.353
2531		13.1986		0.5		14.353
2532		14.353		0.5		14.353
2533		15.5074		0.5		14.353
2534		0.5		1.65442		14.353
2535		1.65442		1.65442		14.353
2536		2.80883		1.65442		14.353
2537		3.96325		1.65442		14.353
2538		5.11766		1.65442		14.353
2539		6.27208		1.65442		14.353
2540		7.42649		1.65442		14.353
2541		8.58091		1.65442		14.353
2542		9.73533		1.65442		14.353
2543		10.8897		1.65442		14.353
2544		12.0442		1.65442		14.353
2545		13.1986		1.65442		14.353
2546		14.353		1.65442		14.353
2547		15.5074		1.65442		14.353
2548		0.5		2.80883		14.353
2549		1.65442		2.80883		14.353
2550		2.80883		2.80883		14.353
2551		3.96325		2.80883		14.353
2552		5.11766		2.80883		14.353
2553		6.27208		2.80883		14.353
2554		7.42649		2.80883		14.353
2555		8.58091		2.80883		14.353
2556		9.73533		2.80883		14.353
2557		10.8897		2.80883		14.353
2558		12.0442		2.80883		14.353
2559		13.1986		2.80883		14.353
2560		14.353		2.80883		14.353
2561		15.5074		2.80883		14.353
2562		0.5		3.96325		14.353
2563		1.65442		3.96325		14.353
2564		2.80883		3.96325		14.353
2565		3.96325		3.96325		14.353
2566		5.11766		3.96325		14.353
2567		6.27208		3.96325		14.353
2568		7.42649		3.96325		14.353
2569		8.58091		3.96325		14.353
2570		9.73533		3.96325		14.353
2571		10.8897		3.96325		14.353
2572		12.0442		3.96325		14.353
2573		13.1986		3.96325		14.353
2574		14.353		3.96325		14.353
2575		15.5074		3.96325		14.353
2576		0.5		5.11766		14.353
2577		1.65442		5.11766		14.353
2578		2.80883		5.11766		14.353
2579		3.96325		5.11766		14.353
2580		5.11766		5.11766		14.353
2581		6.27208		5.11766		14.353
2582		7.42649		5.11766		14.353
2583		8.58091		5.11766		14.353
2584		9.73533		5.11766		14.353
2585		10.8897		5.11766		14.353
2586		12.0442		5.11766		14.353
2587		13.1986		5.11766		14.353
2588		14.353		5.11766		14.353
2589		15.5074		5.11766		14.353
2590		0.5		6.27208		14.353
2591		1.65442		6.27208		14.353
2592		2.80883		6.27208		14.353
2593		3.96325		6.27208		14.353
2594		5.11766		6.27208		14.353
2595		6.27208		6.27208		14.353
2596		7.42649		6.27208		14.353
2597		8.58091		6.27208		14.353
2598		9.73533		6.27208		14.353
2599		10.8897		6.27208		14.353
2600		12.0442		6.27208		14.353
2601		13.1986		6.27208		14.353
2602		14.353		6.27208		14.353
2603		15.5074		6.27208		14.353
2604		0.5		7.42649		14.353
2605		1.65442		7.42649		14.353
2606		2.80883		7.42649		14.353
2607		3.96325		7.42649		14.353
2608		5.11766		7.42649		14.353
2609		6.27208		7.42649		14.353
2610		7.42649		7.42649		14.353
2611		8.58091		7.42649		14.353
2612		9.73533		7.42649		14.353
2613		10.8897		7.42649		14.353
2614		12.0442		7.42649		14.353
2615		13.1986		7.42649		14.353
2616		14.353		7.42649		14.353
2617		15.5074		7.42649		14.353
2618		0.5		8.58091		14.353
2619		1.65442		8.58091		14.353
2620		2.80883		8.58091		14.353
2621		3.96325		8.58091		14.353
2622		5.11766		8.58091		14.353
2623		6.27208		8.58091		14.353
2624		7.42649		8.58091		14.353
2625		8.58091		8.58091		14.353
2626		9.73533		8.58091		14.353
2627		10.8897		8.58091		14.353
2628		12.0442		8.58091		14.353
2629		13.1986		8.58091		14.353
2630		14.353		8.58091		14.353
2631		15.5074		8.58091		14.353
2632		0.5		9.73533		14.353
2633		1.65442		9.73533		14.353
2634		2.80883		9.73533		14.353
2635		3.96325		9.73533		14.353
2636		5.11766		9.73533		14.353
2637		6.27208		9.73533		14.353
2638		7.42649		9.73533		14.353
2639		8.58091		9.73533		14.353
2640		9.73533		9.73533		14.353
2641		10.8897		9.73533		14.353
2642		12.0442		9.73533		14.353
2643		13.1986		9.73533		14.353
2644		14.353		9.73533		14.353
2645		15.5074		9.73533		14.353
2646		0.5		10.8897		14.353
2647		1.65442		10.8897		14.353
2648		2.80883		10.8897		14.353
2649		3.96325		10.8897		14.353
2650		5.11766		10.8897		14.353
2651		6.27208		10.8897		14.353
2652		7.42649		10.8897		14.353
2653		8.58091		10.8897		14.353
2654		9.73533		10.8897		14.353
2655		10.8897		10.8897		14.353
2656		12.0442		10.8897		14.353
2657		13.1986		10.8897		14.353
2658		14.353		10.8897		14.353
2659		15.5074		10.8897		14.353
2660		0.5		12.0442		14.353
2661		1.65442		12.0442		14.353
2662		2.80883		12.0442		14.353
2663		3.96325		12.0442		14.353
2664		5.11766		12.0442		14.353
2665		6.27208		12.0442		14.353
2666		7.42649		12.0442		14.353
2667		8.58091		12.0442		14.353
2668		9.73533		12.0442		14.353
2669		10.8897		12.0442		14.353
2670		12.0442		12.0442		14.353
2671		13.1986		12.0442		14.353
2672		14.353		12.0442		14.353
2673		15.5074		12.0442		14.353
2674		0.5		13.1986		14.353
2675		1.65442		13.1986		14.353
2676		2.80883		13.1986		14.353
2677		3.96325		13.1986		14.353
2678		5.11766		13.1986		14.353
2679		6.27208		13.1986		14.353
2680		7.42649		13.1986		14.353
2681		8.58091		13.1986		14.353
2682		9.73533		13.1986		14.353
2683		10.8897		13.1986		14.353
2684		12.0442		13.1986		14.353
2685		13.1986		13.1986		14.353
2686		14.353		13.1986		14.353
2687		15.5074		13.1986		14.353
2688		0.5		14.353		14.353
2689		1.65442		14.353		14.353
2690		2.80883		14.353		14.353
2691		3.96325		14.353		14.353
2692		5.11766		14.353		14.353
2693		6.27208		14.353		14.353
2694		7.42649		14.353		14.353
2695		8.58091		14.353		14.353
2696		9.73533		14.353		14.353
2697		10.8897		14.353		14.353
2698		12.0442		14.353		14.353
2699		13.1986		14.353		14.353
2700		14.353		14.353		14.353
2701		15.5074		14.353		14.353
2702		0.5		15.5074		14.353
2703		1.65442		15.5074		14.353
2704		2.80883		15.5074		14.353
2705		3.96325		15.5074		14.353
2706		5.11766		15.5074		14.353
2707		6.27208		15.5074		14.353
2708		7.42649		15.5074		14.353
2709		8.58091		15.5074		14.353
2710		9.73533		15.5074		14.353
2711		10.8897		15.5074		14.353
2712		12.0442		15.5074		14.353
2713		13.1986		15.5074		14.353
2714		14.353		15.5074		14.353
2715		15.5074		15.5074		14.353
2716		0.5		16.6618		14.353
2717		1.65442		16.6618		14.353
2718		2.80883		16.6618		14.353
2719		3.96325		16.6618		14.353
2720		5.11766		16.6618		14.353
2721		6.27208		16.6618		14.353
2722		7.42649		16.6618		14.353
2723		8.58091		16.6618		14.353
2724		9.73533		16.6618		14.353
2725		10.8897		16.6618		14.353
2726		12.0442		16.6618		14.353
2727		13.1986		16.6618		14.353
2728		14.353		16.6618		14.353
2729		15.5074		16.6618		14.353
2730		0.5		0.5		15.5074
2731		1.65442		0.5		15.5074
2732		2.80883		0.5		15.5074
2733		3.96325		0.5		15.5074
2734		5.11766		0.5		15.5074
2735		6.27208		0.5		15.5074
2736		7.42649		0.5		15.5074
2737		8.58091		0.5		15.5074
2738		9.73533		0.5		15.5074
2739		10.8897		0.5		15.5074
2740		12.0442		0.5		15.5074
2741		13.1986		0.5		15.5074
2742		14.353		0.5		15.5074
2743		15.5074		0.5		15.5074
2744		0.5		1.65442		15.5074
2745		1.65442		1.65442		15.5074
2746		2.80883		1.65442		15.5074
2747		3.96325		1.65442		15.5074
2748		5.11766		1.65442		15.5074
2749		6.27208		1.65442		15.5074
2750		7.42649		1.65442		15.5074
2751		8.58091		1.65442		15.5074
2752		9.73533		1.65442		15.5074
2753		10.8897		1.65442		15.5074
2754		12.0442		1.65442		15.5074
2755		13.1986		1.65442		15.5074
2756		14.353		1.65442		15.5074
2757		15.5074		1.65442		15.5074
2758		0.5		2.80883		15.5074
2759		1.65442		2.80883		15.5074
2760		2.80883		2.80883		15.5074
2761		3.96325		2.80883		15.5074
2762		5.11766		2.80883		15.5074
2763		6.27208		2.80883		15.5074
2764		7.42649		2.80883		15.5074
2765		8.58091		2.80883		15.5074
2766		9.73533		2.80883		15.5074
2767		10.8897		2.80883		15.5074
2768		12.0442		2.80883		15.5074
2769		13.1986		2.80883		15.5074
2770		14.353		2.80883		15.5074
2771		15.5074		2.80883		15.5074
2772		0.5		3.96325		15.5074
2773		1.65442		3.96325		15.5074
2774		2.80883		3.96325		15.5074
2775		3.96325		3.96325		15.5074
2776		5.11766		3.96325		15.5074
2777		6.27208		3.96325		15.5074
2778		7.42649		3.96325		15.5074
2779		8.58091		3.96325		15.5074
2780		9.73533		3.96325		15.5074
2781		10.8897		3.96325		15.5074
2782		12.0442		3.96325		15.5074
2783		13.1986		3.96325		15.5074
2784		14.353		3.96325		15.5074
2785		15.5074		3.96325		15.5074
2786		0.5		5.11766		15.5074
2787		1.65442		5.11766		15.5074
2788		2.80883		5.11766		15.5074
2789		3.96325		5.11766		15.5074
2790		5.11766		5.11766		15.5074
2791		6.27208		5.11766		15.5074
2792		7.42649		5.11766		15.5074
2793		8.58091		5.11766		15.5074
2794		9.73533		5.11766		15.5074
2795		10.8897		5.11766		15.5074
2796		12.0442		5.11766		15.5074
2797		13.1986		5.11766		15.5074
2798		14.353		5.11766		15.5074
2799		15.5074		5.11766		15.5074
2800		0.5		6.27208		15.5074
2801		1.65442		6.27208		15.5074
2802		2.80883		6.27208		15.5074
2803		3.96325		6.27208		15.5074
2804		5.11766		6.27208		15.5074
2805		6.27208		6.27208		15.5074
2806		7.42649		6.27208		15.5074
2807		8.58091		6.27208		15.5074
2808		9.73533		6.27208		15.5074
2809		10.8897		6.27208		15.5074
2810		12.0442		6.27208		15.5074
2811		13.1986		6.27208		15.5074
2812		14.353		6.27208		15.5074
2813		15.5074		6.27208		15.5074
2814		0.5		7.42649		15.5074
2815		1.65442		7.42649		15.5074
2816		2.80883		7.42649		15.5074
2817		3.96325		7.42649		15.5074
2818		5.11766		7.42649		15.5074
2819		6.27208		7.42649		15.5074
2820		7.42649		7.42649		15.5074
2821		8.58091		7.42649		15.5074
2822		9.73533		7.42649		15.5074
2823		10.8897		7.42649		15.5074
2824		12.0442		7.42649		15.5074
2825		13.1986		7.42649		15.5074
2826		14.353		7.42649		15.5074
2827		15.5074		7.42649		15.5074
2828		0.5		8.58091		15.5074
2829		1.65442		8.58091		15.5074
2830		2.80883		8.58091		15.5074
2831		3.96325		8.58091		15.5074
2832		5.11766		8.58091		15.5074
2833		6.27208		8.58091		15.5074
2834		7.42649		8.58091		15.5074
2835		8.58091		8.58091		15.5074
2836		9.73533		8.58091		15.5074
2837		10.8897		8.58091		15.5074
2838		12.0442		8.58091		15.5074
2839		13.1986		8.58091		15.5074
2840		14.353		8.58091		15.5074
2841		15.5074		8.58091		15.5074
2842		0.5		9.73533		15.5074
2843		1.65442		9.73533		15.5074
2844		2.80883		9.73533		15.5074
2845		3.96325		9.73533		15.5074
2846		5.11766		9.73533		15.5074
2847		6.27208		9.73533		15.5074
2848		7.42649		9.73533		15.5074
2849		8.58091		9.73533		15.5074
2850		9.73533		9.73533		15.5074
2851		10.8897		9.73533		15.5074
2852		12.0442		9.73533		15.5074
2853		13.1986		9.73533		15.5074
2854		14.353		9.73533		15.5074
2855		15.5074		9.73533		15.5074
2856		0.5		10.8897		15.5074
2857		1.65442		10.8897		15.5074
2858		2.80883		10.8897		15.5074
2859		3.96325		10.8897		15.5074
2860		5.11766		10.8897		15.5074
2861		6.27208		10.8897		15.5074
2862		7.42649		10.8897		15.5074
2863		8.58091		10.8897		15.5074
2864		9.73533		10.8897		15.5074
2865		10.8897		10.8897		15.5074
2866		12.0442		10.8897		15.5074
2867		13.1986		10.8897		15.5074
2868		14.353		10.8897		15.5074
2869		15.5074		10.8897		15.5074
2870		0.5		12.0442		15.5074
2871		1.65442		12.0442		15.5074
2872		2.80883		12.0442		15.5074
2873		3.96325		12.0442		15.5074
2874		5.11766		12.0442		15.5074
2875		6.27208		12.0442		15.5074
2876		7.42649		12.0442		15.5074
2877		8.58091		12.0442		15.5074
2878		9.73533		12.0442		15.5074
2879		10.8897		12.0442		15.5074
2880		12.0442		12.0442		15.5074
2881		13.1986		12.0442		15.5074
2882		14.353		12.0442		15.5074
2883		15.5074		12.0442		15.5074
2884		0.5		13.1986		15.5074
2885		1.65442		13.1986		15.5074
2886		2.80883		13.1986		15.5074
2887		3.96325		13.1986		15.5074
2888		5.11766		13.1986		15.5074
2889		6.27208		13.1986		15.5074
2890		7.42649		13.1986		15.5074
2891		8.58091		13.1986		15.5074
2892		9.73533		13.1986		15.5074
2893		10.8897		13.1986		15.5074
2894		12.0442		13.1986		15.5074
2895		13.1986		13.1986		15.5074
2896		14.353		13.1986		15.5074
2897		15.5074		13.1986		15.5074
2898		0.5		14.353		15.5074
2899		1.65442		14.353		15.5074
2900		2.80883		14.353		15.5074
2901		3.96325		14.353		15.5074
2902		5.11766		14.353		15.5074
2903		6.27208		14.353		15.5074
2904		7.42649		14.353		15.5074
2905		8.58091		14.353		15.5074
2906		9.73533		14.353		15.5074
2907		10.8897		14.353		15.5074
2908		12.0442		14.353		15.5074
2909		13.1986		14.353		15.5074
2910		14.353		14.353		15.5074
2911		15.5074		14.353		15.5074
2912		0.5		15.5074		15.5074
2913		1.65442		15.5074		15.5074
2914		2.80883		15.5074		15.5074
2915		3.96325		15.5074		15.5074
2916		5.11766		15.5074		15.5074
2917		6.27208		15.5074		15.5074
2918		7.42649		15.5074		15.5074
2919		8.58091		15.5074		15.5074
2920		9.73533		15.5074		15.5074
2921		10.8897		15.5074		15.5074
2922		12.0442		15.5074		15.5074
2923		13.1986		15.5074		15.5074
2924		14.353		15.5074		15.5074
2925		15.5074		15.5074		15.5074
2926		0.5		16.6618		15.5074
2927		1.65442		16.6618		15.5074
2928		2.80883		16.6618		15.5074
2929		3.96325		16.6618		15.5074
2930		5.11766		16.6618		15.5074
2931		6.27208		16.6618		15.5074
2932		7.42649		16.6618		15.5074
2933		8.58091		16.6618		15.5074
2934		9.73533		16.6618		15.5074
2935		10.8897		16.6618		15.5074
2936		12.0442		16.6618		15.5074
2937		13.1986		16.6618		15.5074
2938		14.353		16.6618		15.5074
2939		15.5074		16.6618		15.5074
2940		0.5		0.5		16.6618
2941		1.65442		0.5		16.6618
2942		2.80883		0.5		16.6618
2943		3.96325		0.5		16.6618
2944		5.11766		0.5		16.6618
2945		6.27208		0.5		16.6618
2946		7.42649		0.5		16.6618
2947		8.58091		0.5		16.6618
2948		9.73533		0.5		16.6618
2949		10.8897		0.5		16.6618
2950		12.0442		0.5		16.6618
2951		13.1986		0.5		16.6618
2952		14.353		0.5		16.6618
2953		15.5074		0.5		16.6618
2954		0.5		1.65442		16.6618
2955		1.65442		1.65442		16.6618
2956		2.80883		1.65442		16.6618
2957		3.96325		1.65442		16.6618
2958		5.11766		1.65442		16.6618
2959		6.27208		1.65442		16.6618
2960		7.42649		1.65442		16.6618
2961		8.58091		1.65442		16.6618
2962		9.73533		1.65442		16.6618
2963		10.8897		1.65442		16.6618
2964		12.0442		1.65442		16.6618
2965		13.1986		1.65442		16.6618
2966		14.353		1.65442		16.6618
2967		15.5074		1.65442		16.6618
2968		0.5		2.80883		16.6618
2969		1.65442		2.80883		16.6618
2970		2.80883		2.80883		16.6618
2971		3.96325		2.80883		16.6618
2972		5.11766		2.80883		16.6618
2973		6.27208		2.80883		16.6618
2974		7.42649		2.80883		16.6618
2975		8.58091		2.80883		16.6618
2976		9.73533		2.80883		16.6618
2977		10.8897		2.80883		16.6618
2978		12.0442		2.80883		16.6618
2979		13.1986		2.80883		16.6618
2980		14.353		2.80883		16.6618
2981		15.5074		2.80883		16.6618
2982		0.5		3.96325		16.6618
2983		1.65442		3.96325		16.6618
2984		2.80883		3.96325		16.6618
2985		3.96325		3.96325		16.6618
2986		5.11766		3.96325		16.6618
2987		6.27208		3.96325		16.6618
2988		7.42649		3.96325		16.6618
2989		8.58091		3.96325		16.6618
2990		9.73533		3.96325		16.6618
2991		10.8897		3.96325		16.6618
2992		12.0442		3.96325		16.6618
2993		13.1986		3.96325		16.6618
2994		14.353		3.96325		16.6618
2995		15.5074		3.96325		16.6618
2996		0.5		5.11766		16.6618
2997		1.65442		5.11766		16.6618
2998		2.80883		5.11766		16.6618
2999		3.96325		5.11766		16.6618
